name,score,document_length,url_count,accessories,acp,board test,consulting,dc power,dram,flash,foundry,infinity,logic,market,mmw,parametric,power system,radar,reliability test,repair,rf,signal integrity,software,specialty,test,vacuum system
"Shenzhen Sunwin Intelligent Co.,Ltd.",0.0037610912967602867,3056,8,0,0,0,5,0,0,1,0,0,0,31,0,0,0,0,0,0,12,0,5,0,5,0
PCI-Suntek Technology Co Ltd,0.003758855190463259,3992,9,0,0,0,4,0,0,1,0,0,0,35,0,0,0,0,0,0,9,0,14,0,4,0
NEC Networks & System Integration Corp,0.003715408967185496,4001,10,0,0,0,6,0,0,0,0,0,2,10,0,0,0,0,0,0,4,0,10,0,3,0
Genpact Limited,0.003665157825232773,5992,13,0,0,0,12,0,0,1,0,0,1,32,0,0,0,0,0,0,14,0,2,0,4,0
asknet AG,0.0036184366288721727,1716,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,27,0,5,0
Primeserv Group Limited,0.0034897659700438566,4201,13,0,0,0,14,0,0,0,0,0,1,18,0,0,0,0,0,0,40,0,2,0,3,0
Hill International Inc,0.003481764113321732,16947,12,0,0,0,38,0,0,0,0,0,0,26,0,0,0,0,0,3,12,0,2,1,24,0
HAKUHODO DY HOLDINGS INCORPORATED,0.0034515617485715118,2613,10,0,0,0,5,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,11,0
ITbook Co Ltd,0.0034414103036260963,3410,11,0,0,0,14,0,0,0,0,0,0,69,0,0,0,0,0,0,22,0,0,0,5,0
MDC Partners Inc,0.003408962010035969,10319,9,0,0,0,7,0,0,0,0,0,0,114,0,0,0,0,0,1,12,0,9,0,11,0
Beijing Lanxum Technology Co Ltd,0.003395775454296623,1932,7,0,0,0,6,0,0,1,0,0,0,25,0,0,0,0,0,0,10,0,0,0,1,0
National Energy Services Inc,0.0033070765926927256,3435,8,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,1,3,0
SHS VIVEON AG,0.0033068585373231887,2313,5,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,22,0,3,0
ad pepper media International N.V.,0.0032797046606145206,3196,12,0,0,0,1,0,0,2,0,0,2,60,0,0,0,0,0,0,34,0,5,0,0,0
ICO Group Ltd,0.003256525393564101,6071,14,0,0,0,4,0,0,1,0,0,0,77,0,0,0,0,0,0,8,0,19,0,20,0
Rapid Fire Marketing Inc,0.0032252326880211797,3412,9,0,0,0,1,0,0,2,0,0,1,124,0,0,0,0,0,0,53,0,1,0,14,0
Hearts United Group Co Ltd,0.003195541940765195,5424,10,0,0,0,4,0,0,1,0,0,0,66,0,0,0,0,0,0,16,0,18,0,24,0
"SOPHIA HOLDINGS CO., LTD.",0.0031929509445103427,2910,13,0,0,0,5,0,0,1,0,0,0,28,0,0,0,0,0,0,9,0,5,0,2,0
Bluedon Information Security Tech Co Ltd,0.0031831425784549085,3101,8,0,0,0,5,0,0,1,0,0,0,34,0,0,0,0,0,0,4,0,3,0,4,0
Umanis SA,0.00315218350401516,3575,8,0,0,0,9,0,0,1,0,0,0,84,0,0,0,0,0,0,1,0,2,0,8,0
Shenzhen Hirisun Technology Inc,0.003085125179729727,2735,8,0,0,0,8,0,0,0,0,0,0,43,0,0,0,0,0,0,1,0,5,0,5,0
Ausenco Limited,0.0030801748412728033,4547,11,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,1,0,4,0
Hand Enterprise Solutions Co Ltd,0.003052815239796724,1591,7,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,14,0,1,0
MOLD-TEK Technologies Limited,0.0030004996039597093,4018,8,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,20,0,1,0,15,0
ANGLE plc,0.0029615402472081796,2961,8,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,13,0,0,0,22,0
AVIC International Maritime Holdings Ltd,0.002836895666507508,4952,13,0,0,0,7,0,0,1,0,0,1,41,0,0,0,0,0,0,11,0,0,0,5,0
Sword Group SE,0.0028297700550698043,5348,8,0,0,0,10,0,0,1,0,0,1,54,0,0,0,0,0,0,19,0,17,0,5,0
Boustead Singapore Limited,0.002816055434224247,3900,9,0,0,0,0,0,0,1,0,0,2,27,0,0,0,0,0,0,4,0,1,0,15,0
NCC Group PLC,0.0027378650693489735,4998,12,0,0,0,4,0,0,1,0,0,0,54,0,0,0,0,0,0,9,0,16,0,21,0
New Sports Group Ltd,0.0027131489327687046,11127,12,0,0,0,10,0,0,0,0,0,3,58,0,0,0,0,0,0,25,0,57,0,5,0
Avega Group AB,0.0027004655150756132,1503,9,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,6,0
"Quest Co., Ltd.",0.0026844579452862914,2662,9,0,0,0,2,0,0,0,0,0,1,19,0,0,0,0,0,0,15,0,8,0,4,0
Micropole SA,0.0025450881806653156,4415,10,0,0,0,10,0,0,0,0,0,0,32,0,0,0,0,0,0,27,0,7,0,3,0
Vendator AB,0.0024906629300670198,2823,7,0,0,0,1,0,0,0,0,0,1,23,0,0,0,0,0,0,5,0,5,0,3,0
High Co SA,0.0023938517868054097,3894,9,0,0,0,4,0,0,1,0,0,0,69,0,0,0,0,0,0,17,0,0,0,10,0
TRIAD GROUP PLC,0.0023907771703276523,3280,8,0,0,0,6,0,0,0,0,0,0,54,0,0,0,0,0,0,9,0,8,0,8,0
SDL plc,0.0023891456471166585,1962,10,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,22,0,5,0
MaKheiA Group SA,0.0023693813627225836,2711,9,0,0,0,3,0,0,1,0,0,0,40,0,0,0,0,0,0,14,0,0,0,3,0
"System Location Co., Ltd.",0.0023655643106583477,3017,11,0,0,0,3,0,0,1,0,0,0,26,0,0,0,0,0,0,13,0,2,0,7,0
Criteo SA (ADR),0.0023245050872619374,9138,13,0,0,0,0,0,0,1,0,0,3,156,0,0,0,0,0,0,64,0,6,0,9,0
Pironet NDH AG,0.002323091576225803,1906,5,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5,0,4,0
Betacom SA,0.002321027171974268,4086,10,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,8,0,16,0,1,0
Daea TI Co Ltd,0.002300358449936032,3499,9,0,0,0,6,0,0,1,0,0,0,59,0,0,0,0,0,0,2,0,2,0,9,0
China Shipping Network Technology Co Ltd,0.002242672451002735,4702,10,0,0,0,3,0,0,1,0,0,0,39,0,0,0,0,0,0,3,0,7,0,9,0
Antevenio SA,0.002161167257954898,4615,9,0,0,0,0,0,0,2,0,0,0,51,0,0,0,0,0,0,14,0,6,0,3,0
DealerTrack Technologies Inc,0.002145548451739617,3355,12,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,14,0,10,0,3,0
Limas Indonesia Makmur Tbk PT,0.00213337645052123,2748,10,0,0,0,1,0,0,1,0,0,0,26,0,0,0,0,0,0,11,0,3,0,1,0
Issuer Direct Corp,0.002112080943978679,4937,10,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,7,0,10,0,4,0
Wuhan Guanggu Infrtn Tech Co Ltd,0.0020677308024264394,2877,9,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,3,0,3,0,5,0
Workforce Holdings Limited,0.002048981633046697,2751,11,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,2,0
Zhi Cheng Holdings Ltd,0.00203845681417144,4059,7,0,0,0,4,0,0,1,0,0,0,41,0,0,0,0,0,0,19,0,0,0,6,0
Assystem SA,0.0020215273639646028,4204,8,0,0,0,8,0,0,0,0,0,2,21,0,0,0,0,0,0,5,0,0,0,0,0
Agrivest Americas Inc,0.001967786484387809,5373,12,0,0,0,9,0,0,0,0,0,0,45,0,0,0,0,0,0,18,0,7,0,6,0
WPP PLC,0.0019458140252689297,6696,14,0,0,0,1,0,0,2,0,0,2,99,0,0,0,0,0,0,13,0,2,0,9,0
"VASCO Data Security International, Inc.",0.0019368215839121459,5418,9,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,12,0,23,0,7,0
Tianze Information Industry Inc,0.0019001749692403827,3668,8,0,0,0,0,0,0,1,0,0,0,76,0,0,0,0,0,0,3,0,9,0,8,0
WidePoint Corporation,0.0018856463092556685,3454,10,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,6,0,18,0
Senior Solution SA,0.0018502958559670644,4460,7,0,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,0,7,0,42,0,1,0
Galaxia SM Inc,0.001819948464978536,3206,10,0,0,0,11,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,8,0
FullSix SpA,0.0017748554566924897,2645,10,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,4,0,1,0,6,0
Jiangsu Province Comm P & D Inste Ltd Co,0.0017684478083230012,8641,7,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,12,0,1,0,7,0
Inly Media Co Ltd,0.0017508643398691155,4238,10,0,0,0,6,0,0,1,0,0,0,62,0,0,0,0,0,0,13,0,0,0,2,0
AXISCADES Engineering Technologies Ltd,0.0017505140388928296,6459,12,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,22,0,36,0,39,0
Przedsiebiorstwo Mdrnzc Urzdzn Ergtyzyh,0.0017299746021517467,24846,5,0,0,0,18,0,0,0,0,0,8,35,0,0,0,0,0,3,8,0,0,0,12,0
Privanet Sdn Bhd,0.0017293570790505133,5080,9,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,16,0,9,0
Invigor Group Ltd,0.0016857041674657733,3446,10,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,7,0,4,0,5,0
Digimatic Group Ltd,0.0016766607362800018,3074,8,0,0,0,0,0,0,1,0,0,0,46,0,0,0,0,0,0,20,0,7,0,1,0
Dohwa Engineering Co Ltd,0.0016732718781730508,3215,10,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,4,0
Nexus Enterprise Solutions Inc,0.0016588568159102085,4089,8,0,0,0,3,0,0,1,0,0,0,56,0,0,0,0,0,0,18,0,0,0,4,0
MSC Group AB,0.0016544358457540457,1063,6,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,5,0,0,0
Keyware Solutions Inc.,0.0016170216864487131,2597,9,0,0,0,2,0,0,0,0,0,0,24,0,0,0,0,0,0,13,0,12,0,3,0
FDM Group (Holdings) PLC,0.001596224045422715,6461,14,0,0,0,7,0,0,0,0,0,0,34,0,0,0,0,0,0,13,0,9,0,3,0
WPP PLC (ADR),0.0015614459084851602,14288,10,0,0,0,2,0,0,3,0,0,0,292,0,0,0,0,0,0,91,0,7,0,23,0
Mobile Network Group SA,0.0015518549821001973,2576,9,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,0,0,41,0,2,0,54,0
Dentsu Inc,0.0015383088474725728,12716,15,0,0,0,17,0,0,0,0,0,1,167,0,0,0,0,0,0,8,0,4,0,20,0
Netccentric Ltd,0.0015356884323685354,2822,8,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,4,0,1,0,4,0
Wallix Group SA,0.001535582743206117,5427,12,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,13,0,4,0
Gemini Communications Ltd.,0.001521717176126215,4574,8,0,0,0,9,0,0,0,0,0,0,43,0,0,0,0,0,0,24,0,0,0,11,0
Hopscotch Groupe SA,0.0015191107627751427,5299,9,0,0,0,2,0,0,2,0,0,0,48,0,0,0,0,0,0,15,0,2,0,10,0
Beijing Lw Marketing Comm Co Ltd,0.0014649703584328985,2471,6,0,0,0,5,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0,0,4,0
ADL Partner SA,0.001456131153934645,3067,10,0,0,0,0,0,0,1,0,0,0,48,0,0,0,0,0,0,19,0,1,0,7,0
Fasteps Co Ltd,0.0014495923448798397,4848,13,0,0,0,8,0,0,0,0,0,0,89,0,0,0,0,0,0,23,0,2,0,8,0
Begbies Traynor Group plc,0.0014352811366409766,5067,10,0,0,0,9,0,0,0,0,0,0,57,0,0,0,0,0,0,11,0,1,0,4,0
Asia Corporate Development PCL,0.0014324326441404012,2857,7,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,5,0,8,0,3,0
Uangel Corp,0.0014077134709832714,2867,12,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,4,0
Cdialogues PLC,0.0013661898199867693,4084,13,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,5,0,6,0,3,0
Intershop Communications AG,0.0013451844793143475,3068,12,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,14,0,8,0,2,0
Technovator International Ltd,0.0013398580124908063,3476,13,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,0,0,12,0,6,0,4,0
"Datang Telecom Technology Co., Ltd",0.0013379125792467436,3441,8,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,5,0,10,0,2,0
NS Solutions Corp,0.001313696138077253,1959,6,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,4,0,0,0
Palette Multimedia Berhad,0.0013115297428299318,5351,9,0,0,0,5,0,0,0,0,0,0,68,0,0,0,0,0,0,18,0,3,0,5,0
ORT Technologies Ltd,0.001303673299384677,2627,9,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,4,0,2,0,3,0
Itochu Techno-Solutions Corp,0.0013000032152726208,1775,10,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,1,0
Kyung Bong Co Ltd,0.0012910178299007224,4203,9,0,0,0,7,0,0,0,0,0,0,32,0,0,0,0,0,0,6,0,2,0,5,0
mTouche Technology Bhd,0.0012726616118818896,7715,12,0,0,0,3,0,0,1,0,0,0,93,0,0,0,0,0,0,2,0,6,0,17,0
Publicis Groupe SA (ADR),0.0012630694145515818,6020,9,0,0,0,4,0,0,1,0,0,0,81,0,0,0,0,0,0,15,0,0,0,8,0
Emefcy Group Ltd,0.0012484244919246444,7400,13,0,0,0,0,0,0,1,0,0,2,72,0,0,0,0,0,0,20,0,2,0,17,0
APEX Intl Financl Engg Res & Tech Co Ltd,0.0012406966883133773,6089,9,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0,16,0,20,0,4,0
Nextedia SA,0.0012187839467977762,2307,7,0,0,0,2,0,0,0,0,0,0,39,0,0,0,0,0,0,25,0,4,0,4,0
XLMedia PLC,0.0011856031860296831,2937,11,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,20,0,2,0,3,0
Beijing Tensyn Digital Marketng Tech JSC,0.0011802771310789864,2914,9,0,0,0,0,0,0,1,0,0,0,96,0,0,0,0,0,0,13,0,1,0,3,0
"iPeople, Inc.",0.001134913236418508,5166,13,0,0,0,7,0,0,0,0,0,0,46,0,0,0,0,0,0,11,0,1,0,4,0
Chinanet Online Holdings Inc,0.001076183128615515,5157,10,0,0,0,4,0,0,1,0,0,0,58,0,0,0,0,0,0,18,0,0,0,2,0
Spearhead Integrated Marketing Commtn Gp,0.0010681726299946192,3838,8,0,0,0,1,0,0,2,0,0,0,135,0,0,0,0,0,0,15,0,0,0,2,0
Groupe Concoursmania SA,0.00105378870610229,5858,9,0,0,0,0,0,0,1,0,0,1,45,0,0,0,0,0,0,6,0,1,0,5,0
Royal Imtech NV,0.0010402209943777049,3254,7,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,12,0,0,0,3,0
LCA Holdings Corp,0.000994077233791572,2182,7,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,8,0
Data Respons ASA,0.0009916294547131547,2708,9,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,6,0,2,0,7,0
Guangdong Guangzhou Daily Media Co Ltd,0.0009912416597802785,4232,10,0,0,0,1,0,0,1,0,0,0,51,0,0,0,0,0,0,19,0,0,0,3,0
Guangdong Advertising Group Co Ltd,0.0009315924479028602,3358,10,0,0,0,0,0,0,1,0,0,0,63,0,0,0,0,0,0,10,0,0,0,3,0
Lark.pl SA,0.0009312456708623105,3693,9,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,10,0,0,0,10,0
Maruwa Unyu Kikan Co Ltd,0.0009239390573736455,5541,11,0,0,0,7,0,0,0,0,0,0,65,0,0,0,0,0,0,23,0,0,0,5,0
CEC CoreCast Corporation Limited,0.0009047530959166887,3305,10,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,2,0,6,0,2,0
Chuo Senko (Thailand) PCL,0.000874080281135652,2444,10,0,0,0,7,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,2,0
Guangdong Eastone Century Techlgy Co Ltd,0.0008586582453221773,3859,10,0,0,0,0,0,0,1,0,0,0,53,0,0,0,0,0,0,10,0,2,0,4,0
Shenzhen Glory Medical Co Ltd,0.0008252287694590952,3090,8,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,0,0,12,0,2,0,2,0
iSIGN Media Solutions Inc,0.0008229989477929438,6184,11,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,9,0,18,0,9,0
UBL Interactive Inc,0.0007938715705181054,3388,8,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,18,0,0,0,1,0
Insynergy Products Inc,0.0007417656240877562,3383,9,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0,1,0,0,0,3,0
Goldbach Group AG,0.0007221754782266548,2159,8,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,0,0,11,0,0,0,2,0
"Zhejiang Yasha Decoration Co.,Ltd.",0.0006986185954284062,4494,9,0,0,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0,11,0,0,0,3,0
Semcon AB,0.0006457851619961778,5519,12,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,11,0,7,0,19,0
Hoegh LNG Holdings Ltd,0.0006454905804150742,4654,12,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,12,0,0,0,4,0
Capacent Holding publ AB,0.0006261931193845441,4296,9,0,0,0,3,0,0,0,0,0,0,52,0,0,0,0,0,0,12,0,1,0,7,0
Matomy Media Group Ltd,0.0006033029955132719,4792,12,0,0,0,0,0,0,1,0,0,0,69,0,0,0,0,0,0,32,0,1,0,0,0
"E-SUPPORTLINK, Ltd.",0.0005602271873561102,3291,11,0,0,0,3,0,0,0,0,0,0,44,0,0,0,0,0,0,16,0,0,0,2,0
Opt Holding Inc,0.0005425101467361224,3951,8,0,0,0,0,0,0,1,0,0,0,61,0,0,0,0,0,0,2,0,0,0,3,0
Innocean Worldwide Inc (Parent),0.0005091616381116608,5940,11,0,0,0,4,0,0,0,0,0,0,75,0,0,0,0,0,0,7,0,0,0,5,0
Innocean WorldwideInc,0.0004883290163001953,4950,13,0,0,0,3,0,0,0,0,0,0,90,0,0,0,0,0,0,15,0,0,0,7,0
MiTAC Inc.,0.0004685709509363754,5131,9,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,12,0,9,0,4,0
Web Media Group AD Sofia,0.0004528930827842068,3866,9,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,7,0,6,0,8,0
Dingli Corp Ltd,0.00044975617237233266,11344,15,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,0,85,0,12,0,262,0
Global Equity International Inc,0.0004490616564966901,3993,9,0,0,0,3,0,0,0,0,0,0,66,0,0,0,0,0,0,11,0,0,0,2,0
Mota Engil Africa NV,0.0004316785987110805,2884,9,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0,2,0,0,0,2,0
Etteplan Oyj,0.0004282686853818186,4558,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,8,0,25,0
CNI Holdings Berhad,0.0004207293165407191,3705,10,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,5,0,6,0,12,0
Cheil Worldwide Inc,0.0003979544207915181,2798,7,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,2,0
Intertrust NV,0.0003830579244538588,8766,14,0,0,0,0,0,0,1,0,0,0,104,0,0,0,0,0,0,19,0,0,0,9,0
Alter Nrg Corp.,0.0003695314850070622,6303,12,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,2,0,1,0,11,0
Beijing Guchngrt Sci and Tech Co Ltd,0.00035500381587062144,2214,6,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,5,0,1,0,4,0
TradeDoubler AB,0.0003400014550866234,3949,12,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,28,0,6,0,1,0
Amanet Management & Systems Ltd.,0.0003352537318583606,3372,14,0,0,0,1,0,0,0,0,0,0,65,0,0,0,0,0,0,23,0,1,0,8,0
"E-SEIKATSU CO., LTD.",0.0003110434816963801,3944,14,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,10,0,2,0,3,0
MVV Holding publ AB,0.0003088861749026182,33067,9,0,0,0,10,0,0,0,0,0,1,215,0,0,0,0,0,0,14,0,5,0,24,0
Guru Online Holdings Ltd,0.00030790006677336305,6657,12,0,0,0,0,0,0,1,0,0,0,85,0,0,0,0,0,0,11,0,0,0,4,0
Wise Group AB,0.00026489707100934705,3864,7,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,9,0,1,0,2,0
Yatai Duhui Beijing Urban P & B GDRI,0.00025897078602009983,12254,6,0,0,0,6,0,0,0,0,0,1,24,0,0,0,0,0,0,6,0,1,0,7,0
Visual China Group Co Ltd,0.0002503816541167202,4323,13,0,0,0,1,0,0,0,0,0,0,61,0,0,0,0,0,0,10,0,1,0,5,0
Cimic Group Ltd,0.00022463200246981938,8184,13,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,37,0,0,0,2,0
Digital Brand Media & Marketing Grp Inc,0.00019282222541355012,4352,8,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,19,0,3,0,7,0
Starrex International Ltd,0.00018648530729532866,5049,8,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,14,0,5,0,4,0
WeedHire International Inc,0.00017645080450313225,4502,9,0,0,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,9,0,0,0,3,0
Ancom Logistics Bhd,0.00016105028825920157,4812,10,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,10,0,0,0,14,0
Mobiquity Technologies Inc,0.00014992702784674743,1484,7,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,9,0,1,0,4,0
Intellivate Capital Advisors ltd,0.00014056913433175514,5555,10,0,0,0,1,0,0,0,0,0,0,64,0,0,0,0,0,0,23,0,0,0,12,0
China All Access (Holdings) Ltd,0.00012834159448900628,5520,9,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,13,0,3,0,7,0
Bango plc,0.00012507930434441588,1400,5,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,2,0,0,0
Ebiquity plc,0.00012029633438587647,9542,10,0,0,0,2,0,0,0,0,0,0,282,0,0,0,0,0,0,123,0,0,0,19,0
Rocket Fuel Inc,0.0001172032322305677,2986,9,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,21,0,2,0,7,0
FT8 PLC,0.0001125950980200814,7479,10,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0,2,0,1,0,11,0
Advertising Prodigy AD Sofia,7.319150654198408e-05,3887,8,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,9,0,1,0,13,0
NAHL Group PLC,6.659120881141349e-05,4096,9,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,4,0,1,0,8,0
The Mission Marketing Group plc,5.796714943304843e-05,4939,8,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,16,0,1,0,3,0
Yellow Pages Ltd,3.737150740456438e-05,8231,14,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,25,0,1,0,13,0
SOL Holdings Corp,1.7987073310401145e-05,2401,9,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,4,0,0,0,23,0
CyrusOne Inc,1.3935830488638904e-05,6161,12,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,25,0,0,0,44,0
1000mercis SA,8.905977690530677e-06,1270,6,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,5,0
Zeeland Oyj,6.745401970448248e-06,3903,7,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,11,0,0,0,7,0
Vela Technologies PLC,6.304391766498958e-06,3182,9,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,9,0,0,0,6,0
JGC Corp,5.839382208696844e-06,4325,10,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,11,0
Connect Group NV,5.24733604000507e-06,4115,12,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,6,0,0,0,8,0
Trader Media East Limited,5.157957120454825e-06,3163,8,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,12,0,0,0,1,0
TSR Capital Berhad,4.396780575736838e-06,3619,8,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,6,0,0,0,3,0
CWT Ltd,4.378976734860497e-06,3980,13,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,7,0,0,0,4,0
STW Communications Group Ltd.,3.7615882360529965e-06,3734,11,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,8,0
Ezfly International Travel Agent Co Ltd,2.9903487454992955e-06,2871,8,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,8,0,0,0,1,0
Reach4entertainment Enterprises PLC,2.8249970871026945e-06,1990,7,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,3,0,0,0,2,0
Edu Fin Inv JSC,2.799850774110011e-06,5452,9,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,10,0
Wincanton plc,2.215295740861489e-06,4915,13,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,2,0,0,0,7,0
Keller Group plc,1.6847734236724764e-06,2483,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0
Aviv Arlon Ltd,1.6252128962797133e-06,2312,8,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,2,0
M&C Saatchi Plc,9.015843606773081e-07,2394,9,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0,1,0
